RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@499,off,off,0%@499,14%@499,0%@499] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@40C BCPU@40.5C thermal@40.4C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2568 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.4C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2542 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.4C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2541 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.4C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2540 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.4C Tdiode@39.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2540 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.4C Tdiode@39.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2539 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.4C Tdiode@39.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2538 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.4C Tdiode@39.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2538 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2538 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2537 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2537 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2536 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2536 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@40C BCPU@40.5C thermal@40.1C Tdiode@39.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2536 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2536 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2535 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2535 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2535 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2535 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2535 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2534 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2534 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2534 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@39.5C BCPU@40.5C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2534 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,14%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 97% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 383/159 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2760/2540 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 613/172 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2988/2553 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,14%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@40.5C BCPU@40.5C thermal@40.1C Tdiode@40.25C VDD_SYS_GPU 766/188 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 3180/2570 VDD_SYS_CPU 229/229 VDD_SYS_DDR 725/706
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 97% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40.5C BCPU@41C thermal@40.5C Tdiode@40.25C VDD_SYS_GPU 919/207 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 3372/2591 VDD_SYS_CPU 229/229 VDD_SYS_DDR 725/707
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40.5C BCPU@41C thermal@40.5C Tdiode@40.25C VDD_SYS_GPU 1072/229 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 3487/2614 VDD_SYS_CPU 229/229 VDD_SYS_DDR 725/707
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,16%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40.5C BCPU@41C thermal@40.5C Tdiode@40.25C VDD_SYS_GPU 996/248 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 3448/2635 VDD_SYS_CPU 229/229 VDD_SYS_DDR 725/707
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [33%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.5C Tdiode@39.75C VDD_SYS_GPU 919/265 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 3295/2651 VDD_SYS_CPU 229/229 VDD_SYS_DDR 725/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@40C BCPU@40.5C thermal@40.5C Tdiode@39.75C VDD_SYS_GPU 843/278 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 3218/2664 VDD_SYS_CPU 229/229 VDD_SYS_DDR 725/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@40C BCPU@40.5C thermal@40.5C Tdiode@39.75C VDD_SYS_GPU 766/290 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 3103/2674 VDD_SYS_CPU 229/229 VDD_SYS_DDR 725/709
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.5C Tdiode@39.75C VDD_SYS_GPU 689/299 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 3027/2682 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/709
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,14%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.5C Tdiode@39.75C VDD_SYS_GPU 613/306 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2950/2688 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.5C Tdiode@39.5C VDD_SYS_GPU 536/311 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2912/2693 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@40.5C MCPU@40.5C PMIC@100C Tboard@38C GPU@40C BCPU@40.5C thermal@40.5C Tdiode@39.5C VDD_SYS_GPU 459/314 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2836/2696 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.5C Tdiode@39.5C VDD_SYS_GPU 459/317 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2798/2698 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.5C Tdiode@39.5C VDD_SYS_GPU 383/318 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2760/2700 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.5C Tdiode@39.5C VDD_SYS_GPU 383/320 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2721/2700 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.5C Tdiode@39.5C VDD_SYS_GPU 383/321 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2721/2700 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.5C Tdiode@39.5C VDD_SYS_GPU 306/320 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2683/2700 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.5C Tdiode@39.5C VDD_SYS_GPU 306/320 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2645/2699 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@39.5C BCPU@41C thermal@40.5C Tdiode@39.25C VDD_SYS_GPU 306/320 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2645/2698 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
RAM 1266/7860MB (lfb 1343x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.5C Tdiode@39.25C VDD_SYS_GPU 306/320 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2645/2697 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/708
